Dataset 2. The predicted transcription termination sites of Term-Seq.,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. avermitilis,,,,S. clavuligerus,,,,S. coelicolor,,,,S. griseus,,,,S. lividans,,,,S. tsukubaensis,,,,S. venezuelae,,,
Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score
,,,,,,,,,,,,NC_010572,+,7880258,147.590542465398,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3013566,13.4782804402296,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5282821,26.4302834431152,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5191783,127.608097541793,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2612167,252.868223709768,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7158701,156.494292528559,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6541848,17.05553435829,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6152294,86.4462814867853,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,790823,14.071184266637,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5241297,72.5012051921715,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6387835,12.4608850335572,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5283017,17.069476481835,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5775032,12.261659407289,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7514108,12.0759769344957,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3741034,21.5137433064309,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2290418,14.6335616668631,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1596030,19.3886773752901,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4340731,149.494934767441,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3921735,27.0321181297173,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1569098,132.698006151813,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6867992,14.3039287863329,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2446844,13.2280149855612,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6382367,13.777612434452,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6590102,14.461666168555,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6538741,13.5105631364738,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7440566,14.6223690393378,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7628177,16.245258833757,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6537092,12.5431631875864,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7179843,20.5231170451545,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4838430,20.4611129694234,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4659248,13.2672498958406,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4830089,17.3213627298495,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4807402,14.8407451911348,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2444854,12.8354573153681,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4134079,22.3198421029263,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1721690,106.526013576472,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6349081,12.4982747363587,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5899519,19.4589732254536,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6457256,13.0504496940757,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7138752,14.5903228274306,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4679271,12.2418379044435,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4144882,15.7128022106852,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5103261,101.086741473343,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2787172,17.8795434601126,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3916710,12.2199701999629,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3590926,12.3440857628468,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5278751,12.8636910295219,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4462912,34.2958474083116,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3182196,21.7731477711682,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,543031,45.9900166157898,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3464652,106.305513689975,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5816999,14.6944641144024,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6634162,37.0598833662915,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7053520,18.6256167385773,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7047104,12.8742734331592,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5769433,30.1264696658628,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4587568,12.7496329984196,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6754546,21.0603766065335,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,985418,14.1034487925391,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6833024,12.2785029735135,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6308030,13.7565883556655,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6634240,38.9952995472212,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7078214,12.0089576298988,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2531299,17.7950228253708,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5751598,91.1555809518725,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5386080,12.3327961680568,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6978074,89.822389382165,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2588928,127.293965582048,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2295707,154.536238377364,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2271997,14.1794254730861,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6582798,100.08350323257,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6051576,17.87298760662,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5865771,12.5031113345256,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4704444,18.665720632513,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7551678,16.0362883203531,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3702314,312.602550573383,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4610305,28.7357029882954,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7928615,31.2540678670471,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5806880,12.2170623411139,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5350092,22.9826812212522,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8077991,23.3209956650104,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6614034,12.0049151088604,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5359886,13.7753617380065,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5284601,12.814492115651,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1705250,36.8480716354954,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6664946,29.5443894377141,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4124246,14.9554721039195,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6431468,18.4560391228805,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3230066,13.6024920351079,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6866020,16.3834828556424,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6861309,13.7293861631958,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1772373,15.8834034714519,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4741436,13.8814553194181,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3957691,198.999710731881,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1721102,18.3041812567201,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6366897,24.1105909119571,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5194545,42.7865867277172,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5676317,14.0352217701461,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,823973,13.7240083801962,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2247667,20.6507698737862,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4143232,12.0354000978126,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5896086,24.8130378167918,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6310811,20.8520936774413,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5469503,15.3195885685642,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1984019,32.6462163329224,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6364476,29.9664169309519,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8096875,13.3552327955524,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6425948,13.2790724554855,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2691646,276.017642902637,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7784524,20.6684339382534,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6827101,13.0773109557494,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6633664,20.800090977776,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4914566,80.0014605239474,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7201537,14.7412896334512,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4570750,25.3225786047242,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5803656,13.5100519872781,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3120878,80.0754371367358,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5915570,274.458191045424,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6193243,13.0912605231124,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4168202,18.7547924692985,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6682708,12.883525278722,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5799249,17.1023683383647,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7091976,50.9076976420649,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7229159,13.2822585266543,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6853543,47.974277728831,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3852068,84.1284676712587,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7081359,95.9494970380523,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4125350,95.6477964486295,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3208930,25.3804123227387,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5316009,12.0970071368686,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2774842,12.3666562159912,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5031579,80.6419126343452,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4618619,23.648243187762,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6945004,25.6481250641756,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1626169,20.2884054076445,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5312024,13.0189544437872,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4614926,17.6177501568952,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5575548,26.8965919710317,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,904588,12.6527679754842,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7257065,127.52490916216,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6327187,17.0037736787548,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1239991,15.5031475372457,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4099417,25.8451031262614,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6336572,14.5842662993982,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7578528,15.3681224683637,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3846564,21.09881646797,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4432937,34.8279184893826,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6142784,382.569809032038,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6707811,13.7131072858482,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7003971,67.6141534309651,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1183766,12.1893566423991,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6908886,24.7092523997366,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5446857,253.421322233465,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3674487,15.772301621723,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6590161,18.4300002049886,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3126714,78.8977478726961,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2469233,12.6155010944853,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2269269,111.28910092709,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5940715,21.3799537610707,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8245128,23.4005903247438,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5077326,21.836786158592,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5801879,22.3183896307933,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6711601,13.065524533816,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4245259,19.818815872908,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6377650,12.9138794914851,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4587619,12.4134248812708,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1984429,94.6754843120346,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8096702,15.007199910911,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1885077,12.1335897411561,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6012557,88.7015697325076,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6303102,100.308951393706,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4099536,15.6446796419618,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1210744,22.5876731996735,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4095100,15.2856209281774,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6313870,12.0523962324868,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,788423,12.2378181922278,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6431665,12.1137384499174,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2945680,15.1310129531715,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3942506,74.9881798983669,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4358221,18.9647674974172,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5386385,24.314559052303,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6316567,74.9953622375851,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5972247,1016.65575788924,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4783453,31.5199889382245,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3013743,12.2739059527539,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1721851,12.7973447442557,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8412737,34.7528701455451,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1977732,12.9654270854768,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5359728,12.5388011474681,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5261639,15.7998390695176,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6432043,13.458344996344,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1595511,12.8092498818543,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5866246,138.730362050049,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6314023,41.6719166023008,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2736138,19.1916276684781,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7623078,23.2571235623736,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2197280,77.2346376397988,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7628435,121.71831281476,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7546468,89.0357769763699,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6173077,13.3825226400741,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7783248,12.5280082083742,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3177986,19.8927800023562,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3702384,183.076298576956,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2543334,14.3435097362943,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7184268,16.2271609228312,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5575037,12.4271255119447,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2530878,17.7038182410985,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7264135,16.383384754897,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2229452,23.3372805529638,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5067028,49.1281031879623,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4417275,13.6334612307605,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3466875,15.8151041223166,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2095857,30.3941118501772,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5282944,42.833554025715,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4566787,18.9556085744313,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1699082,18.1308569509597,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2612578,13.9052587041975,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4852147,388.504063375196,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6860996,28.3884146271879,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2788018,18.6645088697804,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5132296,14.1320854910319,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7985300,19.1787106070019,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4742057,20.7754468151823,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4571854,42.0863455817793,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4182341,14.1645884858272,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7184456,27.0944084200722,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3317294,20.3308778676807,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7547318,28.3535558477378,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7080659,12.3389763599368,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4293488,14.9363505840364,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4533822,24.9908683197571,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,971767,19.6944556806922,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3027595,14.0245007673552,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1596181,15.5127157452832,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7229802,12.2740709361663,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5895963,23.9030925263468,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7193486,12.0761951457874,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4235842,22.9403284198568,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4191598,14.6587450115547,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2109248,137.202673956669,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6963287,98.6275730688708,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7465980,24.5429724348878,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6017004,54.4594813298483,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5822518,16.2272731335196,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2491371,29.6729880971778,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1767946,22.825560375408,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,636956,24.5252204446425,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6427248,14.9746071421446,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6539104,13.1009828381532,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4022424,12.4941751455012,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4752971,18.6275253437419,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6655058,15.787556206159,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5803554,22.7846356649026,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4136967,555.891130142702,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2861196,17.9819606224271,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5645631,16.1892014254176,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,819316,46.1424332471538,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1825716,25.8514266196121,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5905662,12.3633812123528,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5287872,12.442892896626,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6505717,38.5732031012761,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4657943,90.6469832516689,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6611578,25.8433057609262,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7161315,14.1416338081665,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6873706,12.649669704274,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6375213,57.3048073506731,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5356499,16.1663611947066,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5352046,28.0254968552067,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4741565,15.3941973825242,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2698809,42.0168284460223,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4885513,20.8439739692812,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6868298,150.071983616446,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3674778,13.9054497537505,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6347192,27.2118739678754,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5923647,21.5994811466023,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1721441,27.3764770384028,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2801562,17.5918667387893,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5383937,190.544250226066,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5048173,58.5770602137544,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6862944,253.857056225237,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3687537,36.1903368144945,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2295142,13.4033982003441,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5373234,18.6955370509129,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4519315,202.046830257818,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1023295,14.9079488150538,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2493406,21.2636183374919,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7035334,26.7958626987428,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3655390,20.155813676431,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6426184,105.496290704998,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7776226,19.2606224242333,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6304554,19.2360907538351,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,2293775,20.806880107557,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6862848,26.0896185017624,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4782796,14.0611852793341,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1975175,13.5820849581521,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,8243237,17.6953999189376,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4096018,27.9566715141078,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6628518,30.8550108490795,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,3467445,14.1042357502613,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1942597,31.5586483718836,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,165337,20.4153107906211,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6042804,24.8151220326986,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5813655,12.2965571314978,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7446127,14.784298448344,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5844438,249.455756379309,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5250259,13.9676571377046,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4168259,13.6469899541779,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,4812695,12.7162069747852,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6339085,12.5414945362526,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,6825176,12.1224380480641,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,1390113,14.0952645966563,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7078529,21.1188966246275,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,7256392,21.3488642211274,,,,,,,,,,,,
,,,,,,,,,,,,NC_010572,+,5048075,13.604188426107,,,,,,,,,,,,
